,0,1,2,3
350,KWABRINN4,WaWa Point,Brinnon,Davis Vantage Pro 2 Plus
351,KWABRUSH12,Bridalwood Meadows,Brush Prairie,Ambient Weather WS-1001-WiFi (Wireless)
352,KWABRUSH19,Raspberry Ridge,Brush Prairie,Davis Vantage Vue (Wireless)
353,KWABRUSH10,Northeast 163rd Circle,Brush Prairie,Netatmo
354,KWABRUSH4,Summer Hills,Brush Prairie,Davis Vantage Vue
355,KWABRUSH14,Venersborg,Brush Prairie,AcuRite Pro Weather Center
356,KWABUCKL14,Elk Heights,Buckley,AcuRite Pro Weather Center
357,KWABUCKL11,Burnett Landing,Buckley,Davis Vantage Pro2 (Cabled)
358,KWABUCKL10,Saddlebrook,Buckley,AcuRite Pro Weather Center
359,KWABUCKL15,Buckley,Buckley,other
360,KWABUCKL12,White River Estates,Buckley,Ambient Weather WS-1001-WiFi (Wireless)
361,KWABURIE8,"Burien, WA",Burien,RainWise MK-III-LR
362,KWABURIE4,Fred's weather of Burien,Burien,Davis Vantage Vue (Wireless)
363,KWABURIE2,South Burien,Burien,Ambient Weather WS2080
364,KWABURIE9,Southwest 165th Street,Burien,Netatmo
365,KWABURIE13,Seahurst,Burien,AcuRite Pro Weather Center
366,KWABURIE11,Seahurst,Burien,AcuRite Pro Weather Center
367,KWABURIE15,Hurstwood,Burien,Ambient Weather WS-1001-WiFi (Wireless)
368,KWABURLI2,Frazier Lane,Burlington,AcuRite Pro Weather Center
369,KWABURLI3,Burlington Hill,Burlington,AcuRite Pro Weather Center
370,KWABURLI5,"Alger, WA",Burlington,AcuRite Pro Weather Center
371,KWACALED2,Tacoma,Caledonia,Netatmo
372,KWACAMAN44,Scandia Wood,Camano Island,AcuRite Pro Weather Center
373,KWACAMAN15,Madrona Beach,Camano Island,Ambient Weather WS-1400-IP (Wireless)
374,KWACAMAN10,Cranberry Lake,CAMANO ISLAND,DAVIS VANTAGE PRO 2
375,KWACAMAN1,Camano Country Club,Camano Island,Davis Vantage Vue (Wireless)
376,KWACAMAN16,Eagle Tree Estates,Camano Island,
377,KWACAMAN3,Indian Beach,Camano Island,Davis ProII
378,KWASTANW8,Livingston Bay,Camano Island,
379,KWACAMAN42,Rockaway Beach,Camano Island,Davis Vantage Vue (Wireless)
380,KWACAMAN6,South Country Club,Camano Island,Ambient Weather WS-1400-IP (Wireless)
381,KWACAMAN21,Cama Beach State Park,Camano Island,Davis Vantage Pro 2
382,KWACAMAN31,Madrona Heights,Camano Island,Davis Vantage Pro2 (Wireless)
383,KWACAMAN11,Bayside,Camano Island,Vantage Pro2
384,KWACAMAN43,Thunder ridge,Camano Island,AcuRite Pro Weather Center
385,KWACAMAN47,Sunny Shore Acres,Camano Island,Davis Vantage Pro2 (Wireless)
386,KWACAMAN29,Country Club Estates,Camano Island,Ambient Weather WS-1001-WiFi (Wireless)
387,KWACAMAN34,South Camano Island,Camano Island,Davis Vantage Pro2 (Cabled)
388,KWACAMAN23,Madrona Beach,Camano Island,Davis Vantage Pro2 (Wireless)
389,KWACAMAN45,Sunrise,Camano Island,AcuRite Pro Weather Center
390,KWACAMAN37,Thunder Ridge,Camano Island,AcuRite Pro Weather Center
391,KWACAMAN40,Camano Island - Elger Bay,Camano Island,Ambient Weather WS-1400-IP (Wireless)
392,KWACAMAN14,Juniper Beach,Camano Island,Davis Vantage Pro 2
393,KWACAMAN36,Madrona View,Camano Island,AcuRite Pro Weather Center
394,KWACAMAN35,Utsalady Point,Camano Island,Davis Vantage Pro2 (Wireless)
395,KWACAMAS12,Lacamas Lake,Camas,Davis Wireless Vantage Pro 2
396,KWACAMAS6,Lacamas Shores,Camas,Davis VantagePro2 24hr Fan Aspirated
397,KWACAMAS17,Lake Pointe,Camas,LaCrosse Weather Pro Center 2800 Series
398,KWACAMAS24,Summit Hills Estates,Camas,Davis Vantage Pro2 (Wireless)
399,KWACAMAS58,Renaissance Farms,Camas,Ambient Weather WS-1001-WiFi (Wireless)
400,KWACAMAS26,Oakbriar,Camas,Davis Vantage Pro2 (Wireless)
401,KWACAMAS43,"Forest Home Park, Camas",Camas,Bloomsky
402,KWACAMAS46,Forest Home,Camas,AcuRite Pro Weather Center
403,KWACAMAS47,Estates at Livingston Mountain,Camas,AcuRite Pro Weather Center
404,KWACAMAS45,Lake Pointe,Camas,Davis Vantage Pro2 (Wireless)
405,KWACAMAS62,Parker Estates,Camas,AcuRite Pro Weather Center
406,KWACAMAS65,CamtownAspinwalls,Camas,AcuRite Pro Weather Center
407,KWACAMAS27,Sunningdale Gardens,Camas,AcuRite Pro Weather Center
408,KWACAMAS57,Prune Hill,Camas,AcuRite Pro Weather Center
409,KWACAMAS28,Bennington,Camas,Netatmo
410,KWACAMAS29,Northwest El Rey Drive,Camas,Netatmo
411,KWACAMAS42,Westridge,Camas,Davis Vantage Pro2 (Cabled)
412,KWACAMAS40,Fern Prairie,Camas,Ambient Weather WS-1001-WiFi (Wireless)
413,KWACAMAS51,Hunter Ridge,Camas,AcuRite Pro Weather Center
414,KWACAMAS14,Fern Prairie,Camas,DavisVP2 24Hr FARS
415,KWACAMAS38,The Watch Tower on Livingston Mtn,Camas,Ambient Weather WS-1400-IP (Wireless)
416,KWACAMAS41,The Summit at Autumn Hills,Camas,AcuRite Pro Weather Center
417,KWACAMAS44,Lacamas Shores,Camas,Davis Vantage Pro2 (Cabled)
418,KWACAMAS60,Fern Prairie,Camas,AcuRite Pro Weather Center
419,KWACAMAS21,The Farrell House,Camas,Oregon Scientific Professional Weather Center
420,KWACAMAS22,South Side of Livingston Mt.,Camas,Davis Vantage Pro2 Plus (Wireless)
421,KWACAMAS64,Columbia Summit,Camas,AcuRite Pro Weather Center
422,KWACAMAS48,Lacamas View,Camas,AcuRite Pro Weather Center
423,KWACARBO2,Blacktail Ridge,Carbonado,Ambient Weather WS-1400-IP (Wireless)
424,KWASEQUI29,Taylor Cutoff Rd,Carlsborg,WX-200
425,KWACARNA5,W Snoqualmie River Rd,Carnation,Ambient Weather WS-1400-IP (Wireless)
426,KWACARNA1,City of Carnation,Carnation,WMR100
427,KWACARNA6,Daniel's Ranch,Carnation,Davis Vantage Vue (Wireless)
428,KWACARNA14,Northeast 122nd Street,Carnation,Netatmo
429,KWACARNA17,Redmond,Carnation,Netatmo
430,KWACARNA12,,Carnation,Davis Vantage PRO2
431,KWACARNA16,296th Ave. NE,Carnation,Ambient Weather WS-1400-IP (Wireless)
432,KWACARSO6,Carson,Carson,Ambient Weather WS-1001-WiFi (Wireless)
433,KWACARSO4,"Wind River - Stabler, WA",Carson,Ambient Weather WS-1001-WiFi (Wireless)
434,KWACASCA2,RentonPark,Cascade-Fairwood,WeatherFlow
435,KWACASHM8,Upper Ollala Canyon,Cashmere,AcuRite Pro Weather Center
436,KWACASHM5,North Ollala Canyon,Cashmere,AcuRite Pro Weather Center
437,KWACASHM4,Upper Yaksum Cyn,Cashmere,Ambient Weather WS-1001-WiFi (Wireless)
438,KWACASTL8,Spirit Lake Hwy &amp; Si Town Road,Castle Rock,AcuRite Pro Weather Center
439,KWACASTL10,Castle Rock Westside,Castle Rock,Ambient Weather WS-900-IP (Wireless)
440,KWACASTL7,Red Rock,Castle Rock,Ambient Weather WS-1400-IP (Wireless)
441,KWACASTL6,Pumice Rd,Castle Rock,AcuRite Pro Weather Center
442,KWACASTL9,Top of White Rd,Castle Rock,Davis Vantage Vue (Wireless)
443,KWACATHL9,Cathlamet 98612,Cathlamet,AcuRite Pro Weather Center
444,KWACATHL11,"Waterford, WA Wahkiakum Co.",Cathlamet,Ambient Weather WS-1001-WiFi (Wireless)
445,KWACATHL13,Private farm in elochoman valley,Cathlamet,AcuRite Pro Weather Center
446,KWACEDAR2,Renton,Cedar Mountain,Netatmo
447,KWACENTE6,"Woods Rd., Centerville, WA",Centerville,Davis Vantage Pro2 (Cabled)
448,KWACENTE7,Horseshoe Bend,Centerville,Ambient Weather WS-1200-IP (Wireless)
449,KWACENTE8,Mustang Haven,Centerville,Ambient Weather WS-1200-IP (Wireless)
450,KWACENTR12,Seattle,Central Waterfront,Netatmo
451,KWACENTR10,Hunters Walk,Centralia,AcuRite Pro Weather Center
452,KWACENTR14,hANAFORD,Centralia,other
453,KWACENTR8,Centralia,Centralia,AcuRite Pro Weather Center
454,KWACENTR9,Bauer Centralia,Centralia,Davis Vantage Vue (Wireless)
455,KWACHATT2,Mt. Kit Carson,Chattaroy,Ambient Weather WS-1001-WiFi (Wireless)
456,KWACHATT4,West Side of Mount Spokane,Chattaroy,AcuRite Pro Weather Center
457,KWACHEHA21,"Hilltop View, Onalaska WA",Chehalis,AcuRite Pro Weather Center
458,KWACHEHA15,Logan Hill x Pattee,Chehalis,Davis Vantage Vue (Wireless)
459,KWACHEHA20,Pascoe,Chehalis,Davis Vantage Vue (Wireless)
460,KWACHEHA4,Rose of Sharon Farm,Chehalis,Davis Vantage Pro II
461,KWACHELA10,Chelan Ridge,Chelan,Davis Vantage Pro2 (Cabled)
462,KWACHELA22,chelan,Chelan,Davis Vantage Pro2 (Cabled)
463,KWACHELA13,South Lakeshore Road,Chelan,Netatmo
464,KWACHELA5,Chelan-Woodin Ave,Chelan,
465,KWACHELA7,South Lakeshore Road,Chelan,Netatmo
466,KWACHELA4,The Highlands,Chelan,Davis Vantage Vue
467,KWACHELA6,Woodland Park,Chelan,Ambient Weather WS-1000 (Wireless)
468,KWACHELA25,Holden Mine Site,Chelan,Davis Vantage Pro2 (Wireless)
469,KWACHELA2,APRSWXNET Chelan Area,Chelan,WMR-968
470,KWACHELA23,Ridge@Haystack,Chelan,Ambient Weather WS-1400-IP (Wireless)
471,KWACHENE14,Fruitvale rd / Richland rd,Cheney,AcuRite Pro Weather Center
472,KWACHENE4,Malloy Prairie,Cheney,Vantage Pro2
473,KWACHENE16,Cheney,Cheney,Netatmo
474,KWACHENE9,1 mile south of Cheney,Cheney,Davis Vantage Vue (Wireless)
475,KWACHENE15,Cheney Houses,Cheney,AcuRite Pro Weather Center
476,KWACHEWE4,405 E. Lincoln,Chewelah,Davis Vantage Vue (Wireless)
477,KWACHEWE7,Dry Creek,Chewelah,AcuRite Pro Weather Center
478,KWACHIMA4,Eaglemount at Brothers,Chimacum,Ambient Weather WS-1001-WiFi (Wireless)
479,KWACHIMA5,Chimacum,Chimacum,AcuRite Pro Weather Center
480,KWACHINO3,Chinook,Chinook,Netatmo
481,KWACINEB3,Creaking Alder Farm,Cinebar,AcuRite Pro Weather Center
482,KWACINEB2,"Cinebar, WA",Cinebar,Ambient Weather WS-1001-WiFi (Wireless)
483,KWACLALL6,"Clallam Bay, WA",Clallam Bay,AcuRite Pro Weather Center
484,KWACLARK14,Vineland,Clarkston,AcuRite Pro Weather Center
485,KWACLARK6,Dan and Judy's,Clarkston,AcuRite Pro Weather Center
486,KWACLARK2,Clarkston Heights Dove Drive,Clarkston,LA CROSSE
487,KWACLARK12,Clarkston Golf &amp; Country Club,Clarkston,AcuRite Pro Weather Center
488,KWACLARK15,Highland,Clarkston,AcuRite Pro Weather Center
489,KWACLARK4,Clarkston-13th St,Clarkston,
490,KWACLARK8,Linda Vista Street,Clarkston,Netatmo
491,KWACLARK10,Downtown Clarkston 8TH ST,Clarkston,AcuRite Pro Weather Center
492,KWACLARK20,Highland area,Clarkston,other
493,KWACLARK19,Britt's Clarkston Heights 6th Ave.,Clarkston,Ambient Weather WS-1001-WiFi (Wireless)
494,KWACLARK17,Clarkston Heights - Palouse ct,Clarkston,AcuRite Pro Weather Center
495,KWACLAYT2,Denison Ridge,Clayton,AcuRite Pro Weather Center
496,KWACLEEL13,Tumble Creek,Cle Elum,Ambient Weather WS-1400-IP (Wireless)
497,KWACLEEL35,Roslyn Dakota Ave,Cle Elum,Ambient Weather WS-1001-WiFi (Wireless)
498,KWACLEEL31,Teanaway - Middle Fork,Cle Elum,Ambient Weather WS-1001-WiFi (Wireless)
499,KWACLEEL2,Cle Elum-Roslyn High School,Cle Elum,Vantage Pro Plus
500,KWACLEEL37,Suncadia Node 5,Cle Elum,Davis Vantage Pro2 (Wireless)
501,KWACLEEL28,Remington Ranch,Cle Elum,Ambient Weather WS-1200-IP (Wireless)
502,KWACLEEL34,Lambert Road,Cle Elum,AcuRite Pro Weather Center
503,KWACLEEL29,Sky Meadows Ranch,Cle Elum,Ambient Weather WS-1001-WiFi (Wireless)
504,KWACLEEL15,Bunker,Cle Elum,Ambient Weather WS-1400-IP (Wireless)
505,KWACLEEL39,Lauderdale Ridge,Cle Elum,Ambient Weather WS-1001-WiFi (Wireless)
506,KWACLEEL16,Powerline Road,Cle Elum,Netatmo
507,KWACLEEL20,Snow Ridge Drive,Cle Elum,Netatmo
508,KWACLEEL32,Swauk Prarie,Cle Elum,Bloomsky
509,KWACLEEL23,Peoh Point,Cle Elum,Ambient Weather WS-1400-IP (Wireless)
510,KWACLEEL38,Hidden Valley,Cle Elum,Davis Vantage Vue (Wireless)
511,KWACLEEL36,Sky Meadows Ranch,Cle Elum,AcuRite Pro Weather Center
512,KWACLEEL10,Cle Elum Wa - GiddyLodge,Cle Elum,Davis Vantage Pro2 (Cabled)
513,KWACLEEL14,Hidden Valley,Cle Elum,RainWise MK-III-LR
514,KWACLEEL18,Hidden Valley SE,Cle Elum,Ambient Weather WS-1001-WiFi (Wireless)
515,KWACLEEL30,Middle Fork Teanaway,Cle Elum,AcuRite Pro Weather Center
516,KWACLEEL5,Teanaway,Cle Elum,Davis WMII
517,KWACLINT2,Campbell's Glen,Clinton,Ambient Weather 2090
518,KWACLINT15,Cultis Bay,Clinton,Davis Vantage Vue (Wireless)
519,KWACLINT22,Scatchet Head ARB Home,Clinton,AcuRite Pro Weather Center
520,KWACLINT13,Brighton Beach Randall Point,Clinton,AcuRite Pro Weather Center
521,KWACLINT27,Cedar Cliff,Clinton,AcuRite Pro Weather Center
522,KWACLINT17,Ewing Road,Clinton,Netatmo
523,KWACLINT25,Clinton,Clinton,Netatmo
524,KWACLINT16,Columbia Beach,Clinton,Davis Vantage Vue (Wireless)
525,KWACLINT29,Langley,Clinton,AcuRite Pro Weather Center
526,KWACLINT24,Maxwelton Beach,Clinton,Ambient Weather WS-1001-WiFi (Wireless)
527,KWACLINT20,Maxwelton Valley,Clinton,Ambient Weather WS-1001-WiFi (Wireless)
528,KWACLINT7,Deer Lake,Clinton,AcuRite Pro Weather Center
529,KWACLINT12,Brighton Beach,Clinton,Ambient Weather WS-1400-IP (Wireless)
530,KWACLINT28,Columbia Vista,Clinton,Ambient Weather WS-1001-WiFi (Wireless)
531,KWACLINT26,Clinton,Clinton,Davis Vantage Vue (Wireless)
532,KWACLINT10,Sunlight Beach,Clinton,Davis VantageVue
533,KWACLINT31,WLSN WAY 200 ft above ferry landing,Clinton,AcuRite Pro Weather Center
534,KWACLYDE2,Clyde Hill,Clyde Hill,Davis Vantage Pro2 (Wireless)
535,KWACOLBE6,TrevAstor (Hatch Rd Area),Colbert,AcuRite Pro Weather Center
536,KWACOLBE5,Cambridge Knoll,Colbert,AcuRite Pro Weather Center
537,KWACOLBE3,Midway Elem Area,Colbert,AcuRite Pro Weather Center
538,KWACOLBE2,Colbert - Summerwood,Colbert,AcuRite Pro Weather Center
539,KWACOLFA5,south palouse river rd.,Colfax,AcuRite Pro Weather Center
540,KWACOLLE4,West College Place,College Place,Ambient Weather WS-900-IP (Wireless)
541,KWACOLLE5,1 Acre Ranch,College Place,AcuRite Pro Weather Center
542,KWACOLLE3,Sunrise Terrace,College Place,RainWise MK-III-LR
543,KWACOLLE6,county,College Place,Ambient Weather WS-1400-IP (Wireless)
544,KWACOLLE2,Walla Walla University,College Place,Davis Vantage Pro2
545,KWACOLTO3,Town of Colton,Colton,Davis Vantage Pro2 (Cabled)
546,KWACOLTO5,Bald Butte Rd,Colton,AcuRite Pro Weather Center
547,KWACOLVI22,Quail Hollow,Colville,Ambient Weather WS-900-IP (Wireless)
548,KWACOLVI23,Deer Run,Colville,Ambient Weather WS-1400-IP (Wireless)
549,KWACOLVI10,10th Avenue Colville,Colville,Ambient Weather WS-2090 (Wireless)
550,KWACOLVI3,Colville Mountain,Colville,Davis Vantage Pro2
551,KWACOLVI15,Colville Compound,Colville,Ambient Weather WS-1001-WiFi (Wireless)
552,KWACOLVI21,Golden K Ranch,Colville,Ambient Weather WS-1001-WiFi (Wireless)
553,KWACOLVI14,Orin-Rice &amp; South Basin,Colville,AcuRite Pro Weather Center
554,KWACOLVI26,Cedar Loop,Colville,AcuRite Pro Weather Center
555,KWACOLVI7,ECHO PEAK - W6SQ,Colville,Weatherwise Instruments WS-1080
556,KWACONCR10,Challenger Ridge,Concrete,AcuRite Pro Weather Center
557,KWACONCR16,Grassmere,Concrete,AcuRite Pro Weather Center
558,KWACONCR11,Birdsview WeatherView,Concrete,Oregon Scientific Professional Weather Center
559,KWACONCR14,Saukport,Concrete,Davis Vantage Pro2 (Wireless)
560,KWACONNE2,Paradise Flats,Connell,
561,KWACONNE3,North Columbia Avenue,Connell,Netatmo
562,KWACOPAL3,,Copalis Beach,Davis VantagePro2
563,KWACOSMO8,Cosmopolis,Cosmopolis,Davis Vantage Pro2 (Cabled)
564,KWACOSMO9,City of Cosmopolis,Cosmopolis,Ambient Weather WS-1200-IP (Wireless)
565,KWACOUGA6,Yale Landing,Cougar,AcuRite Pro Weather Center
566,KWACOUGA3,Cougar Loop rd,Cougar,Ambient Weather WS-2090 (Wireless)
567,KWACOULE6,Coulee City,Coulee City,AcuRite Pro Weather Center
568,KWACOULE9,Rock House,Coulee City,AcuRite Pro Weather Center
569,KWACOULE10,Coulee Boulevard,Coulee City,AcuRite Pro Weather Center
570,KWACOUPE25,"Coupeville, Sunset Terrace",Coupeville,Davis Vantage Pro2 (Cabled)
571,KWACOUPE6,West Whidbey-Sierra,Coupeville,Davis Envoy w/Vue ISS
572,KWACOUPE31,Ebey's Landing,Coupeville,Ambient Weather WS-900-IP (Wireless)
573,KWACOUPE33,Coupeville,Coupeville,Ambient Weather WS-1400-IP (Wireless)
574,KWACOUPE10,Perego's Bluff,Coupeville,Davis Vantage Pro2 (Wireless)
575,KWACOUPE21,Ledgewood Beach,Coupeville,Davis Vantage Pro2 (Wireless)
576,KWACOUPE7,Coupeville,Coupeville,Davis VP-Pro 2
577,KWACOUPE11,Snowberry Lane,Coupeville,Netatmo
578,KWACOUPE22,North Rosewood Court,Coupeville,Netatmo
579,KWACOUPE27,San de Fuca Uplands,Coupeville,Ambient Weather WS-1400-IP (Wireless)
580,KWACOUPE8,Pheasant Farm Acres,Coupeville,AcuRite Pro Weather Center
581,KWACOUPE28,Skymeadows,Coupeville,Davis Vantage Pro2 (Wireless)
582,KWACOUPE3,West Oceanfront Whidbey,Coupeville,Davis Vantage Pro
583,KWACOVIN10,Crystal View Estates,Covington,Ambient Weather WS-1001-WiFi (Wireless)
584,KWACOVIN13,Firewood Acres,Covington,Ambient Weather WS-1001-WiFi (Wireless)
585,KWACOVIN8,Aqua Vista,Covington,Ambient Weather WS-1400-IP (Wireless)
586,KWACOWIC6,North end of Naches Heights,Cowiche,AcuRite Pro Weather Center
587,KWACOWIC7,Cowiche Creek,Cowiche,Ambient Weather WS-900-IP (Wireless)
588,KWACURTI2,Wildwood,Curtis,AcuRite Pro Weather Center
589,KWACUSTE8,White Horse Run,Custer,AcuRite Pro Weather Center
590,KWACUSTE6,Custer-Loomis (SO-AQS),Custer,
591,KWACUSTE7,Dakota Creek Farm,Custer,Davis Vantage Pro2 (Wireless)
592,KWACUSTE9,Delta Line,Custer,other
593,KWADALLE2,WEBSTER Dallesport WA CHERRIES,Dallesport,Davis Vantage Pro2 (Wireless)
594,KWADARRI1,Glacier View Internet,Darrington,Davis Vantage Pro2 (Wireless)
595,KWADARRI3,Trail St,Darrington,AcuRite Pro Weather Center
596,KWADAVEN5,Two Rivers Marina F-Dock,Davenport,Ambient Weather WS-1001-WiFi (Wireless)
597,KWADAVEN8,AC/DT,Davenport,Davis Vantage Pro2 (Wireless)
598,KWADAVEN10,Seven Bays,Davenport,AcuRite Pro Weather Center
599,KWADAVEN9,Memory Maker @ Two Rivers Marina,Davenport,AcuRite Pro Weather Center
600,KWADAVEN7,Davenport on the hill,Davenport,AcuRite Pro Weather Center
601,KWADAYTO1,Dayton Middle School,Dayton,Weather Monitor 2
602,KWADAYTO6,Dayton-W Main,Dayton,
603,KWADAYTO4,Brooklyn Ave.,Dayton,other
604,KWADEERH4,"Cayou Valley, Deer Harbor",Deer Harbor,AcuRite Pro Weather Center
605,KWADEERH5,"Cayou Valley, Deer Harbor",Deer Harbor,AcuRite Pro Weather Center
606,KWADEERP10,Deer Park,Deer Park,AcuRite Pro Weather Center
607,KWADEERP15,Mermoose Homestead,Deer Park,other
608,KWADEERP14,Pour House Brewing,Deer Park,AcuRite Pro Weather Center
609,KWADEMIN3,Mt Baker Rim,Deming,Ambient Weather WS-1001-WiFi (Wireless)
610,KWADEMIN6,Glacier Mt Baker Rim,Deming,Ambient Weather WS-1001-WiFi (Wireless)
611,KWADEMIN11,Snowline,Deming,AcuRite Pro Weather Center
612,KWADEMIN10,Glacier Springs Oasis,Deming,Ambient Weather WS-900-IP (Wireless)
613,KWADEMIN9,Kota Farms,Deming,Ambient Weather WS-900-IP (Wireless)
614,KWADEMIN7,Glacier West Metro,Deming,AcuRite Pro Weather Center
615,KWADESMO4,Redondo,Des Moines,Davis Vantage Pro2 (Cabled)
616,KWADESMO9,Des Moines Downtown,Des Moines,Davis Vantage Pro2 (Wireless)
617,KWADESMO6,Saltwater,Des Moines,Netatmo Weather Station
618,KWADESMO7,South 250th Place,Des Moines,Netatmo
619,KWADESMO2,Woodmont,Des Moines,Davis Vantage Pro2 (Wireless)
620,KWADESMO8,North Hill - Des Moines,Des Moines,Davis Vantage Pro2 (Wireless)
621,KWAANACO25,"Doon Way on Burrows Bay - Anacortes, Wa",Doon Way - Anacortes,Davis Vantage Pro2
622,KWADUVAL25,Cascade Meadows,Duvall,AcuRite Pro Weather Center
623,KWADUVAL12,Big Rock 124th/291st,Duvall,Davis Vantage Pro2
624,KWADUVAL4,Stillwater Hill,Duvall,Davis Vantage Pro2
625,KWADUVAL5,Duvall - 420ft elev,Duvall,Davis Vantage Pro 2
626,KWADUVAL18,Big Rock/Odell,Duvall,Davis Vantage Pro2 Plus w/FARS
627,KWADUVAL28,LMCPC,Duvall,AcuRite Pro Weather Center
628,KWADUVAL21,Novelty Hill,Duvall,AcuRite Pro Weather Center
629,KWADUVAL39,lake margaret,Duvall,AcuRite Pro Weather Center
630,KWADUVAL31,"Downtown Duvall, WA",Duvall,Davis Vantage Pro2 (Wireless)
631,KWADUVAL40,Duvall,Duvall,Netatmo
632,KWADUVAL29,Parkwood Estates,Duvall,AcuRite Pro Weather Center
633,KWADUVAL33,Cherry Creek,Duvall,AcuRite Pro Weather Center
634,KWADUVAL11,"JnJ Ranch Duvall, Wa USA",Duvall,Davis Vantage Vue (Wireless)
635,KWADUVAL23,Cherry valley,Duvall,Davis Vantage Pro2 (Wireless)
636,KWARENTO18,Magnolia,East Renton Highlands,Davis Vantage Vue
637,KWAEASTW17,East Wenatchee North Nile,East Wenatchee,Ambient Weather WS-1001-WiFi (Wireless)
638,KWAEASTW6,"Ponderosa Rd, Badger Mountain",East Wenatchee,Oregon Scientific WMR-100A
639,KWAEASTW19,Ute Avenue,East Wenatchee,Netatmo
640,KWAEASTW12,Turtle Rock,East Wenatchee,Davis Vantage Pro2 (Wireless)
641,KWAEASTW18,Moses Bench,East Wenatchee,Ambient Weather WS-1001-WiFi (Wireless)
642,KWAWENAT34,Sanford Shores,East Wenatchee,other
643,KWAEASTO5,"Easton, WA",Easton,Ambient Weather WS-1001-WiFi (Wireless)
644,KWAEASTS31,Buck Mountain North Orcas Island,Eastsound,Bloomsky2 + Storm
645,KWAEASTS8,Westsound,Eastsound,La Crosse
646,KWAEASTS29,"Deer Harbor, Richardson Wildfowl Refuge",Eastsound,AcuRite Pro Weather Center
647,KWAEASTS24,Buck Mountain,Eastsound,Rainwise MK-III
648,KWAEASTS30,Beach Haven,Eastsound,AcuRite Pro Weather Center
649,KWAEASTS12,Northshore Park,Eastsound,Ambient Weather WS-1001-WiFi (Wireless)
650,KWAEASTS25,Sunset Mountain,Eastsound,Ambient Weather WS-1001-WiFi (Wireless)
651,KWAEASTS9,West Slope Mount Constitution - Orcas Island,Eastsound,Davis Instruments Vantage Pro2
652,KWAEATON5,Triangle Marsh,Eatonville,Davis Vantage Pro 2
653,KWAEATON4,Central Eatonville,Eatonville,Davis Vantage Pro 2
654,KWAEATON9,Scott Turner,Eatonville,other
655,KWAEATON8,Eatonville Aerie,Eatonville,Ambient Weather WS-1400-IP (Wireless)
656,KWAECHOL2,Echo Lake,Echo Lake,Bloomsky
657,KWAEDGEW8,Chrisella Road East,Edgewood,Netatmo
658,KWAEDGEW4,Sumner Heights,Edgewood,Davis Vantage Vue
659,KWAEDMON52,Wind and Tide,Edmonds,AcuRite Pro Weather Center
660,KWAEDMON51,Pine Street Park West,Edmonds,AcuRite Pro Weather Center
661,KWAEDMON24,Wind and Tide,Edmonds,Davis Vantage Pro2 (Cabled)
662,KWAEDMON11,The Cave2,Edmonds,AcuRite Pro Weather Center
663,KWAEDMON50,Picnic Point,Edmonds,Davis Vantage Vue (Wireless)
664,KWAEDMON41,Fruitdale on the Sound,Edmonds,AcuRite Pro Weather Center
665,KWAEDMON55,Picnic Point Possession LN,Edmonds,AcuRite Pro Weather Center
666,KWAEDMON48,Edmonds,Edmonds,Netatmo Weather Station
667,KWAEDMON15,Maplewood,Edmonds,Davis Vantage Vue (Wireless)
668,KWAEDMON19,Yost Park,Edmonds,Ambient Weather WS-1200-IP (Wireless)
669,KWAEDMON14,Lake Ballinger,Edmonds,AcuRite Pro Weather Center
670,KWAEDMON16,Pine Park Neighborhood,Edmonds,Netatmo
671,KWAEDMON29,Sherwood Forest,Edmonds,Netatmo
672,KWAEDMON47,Edmonds,Edmonds,Netatmo
673,KWAEDMON49,Edmonds,Edmonds,Netatmo
674,KWAEDMON32,Pine St Park,Edmonds,Davis Vantage Vue (Wireless)
675,KWAEDMON42,Esperance,Edmonds,AcuRite Pro Weather Center
