"","id","neighborhood","city","type","Elevation","Latitude","Longitude"
"239","KWABELLI90","Chuckanut/Larrabee Park","Bellingham","Ambient Weather WS-1400-IP (Wireless)","243 ft",48.65873337,-122.49274445
"240","KWABELLI96","Columbia -- Alexander House","Bellingham","Ambient Weather WS-1001-WiFi (Wireless)","79 ft",48.76114273,-122.49331665
"241","KWABELLI97","Geneva SE","Bellingham","Ambient Weather WS-1001-WiFi (Wireless)","366 ft",48.7434082,-122.39302063
"242","KWABELLI98","Sudden Valley","Bellingham","Ambient Weather WS-1001-WiFi (Wireless)","663 ft",48.71076965,-122.32012177
"243","KWABELMO2","Peringer Road","Belmont","Netatmo","2526 ft",47.08016586,-117.18278503
"244","KWABENTO10","TwoJays","Benton City","AcuRite Pro Weather Center","538 ft",46.28552628,-119.39478302
"245","KWABENTO11","Red Mountain East Central 800ft","Benton City","Ambient Weather WS-1001-WiFi (Wireless)","784 ft",46.29892349,-119.43173218
"246","KWABENTO13","Fuller","Benton City","AcuRite Pro Weather Center","740 ft",46.27866745,-119.43695831
"247","KWABENTO14","Demoss Rd / Ruppert Rd","Benton City","AcuRite Pro Weather Center","465 ft",46.30688095,-119.47311401
"248","KWABENTO17","Kendall Farm","Benton City","AcuRite Pro Weather Center","496 ft",46.26216888,-119.50120544
"249","KWABENTO22","Red Mountain","Benton City","AcuRite Pro Weather Center","682 ft",46.27017975,-119.44032288
"250","KWABENTO24","Benton City Yakitat Road","Benton City","AcuRite Pro Weather Center","686 ft",46.26721954,-119.52359772
"251","KWABICKL2","Bickleton High School","Bickleton","WMR968","3002 ft",45.99900055,-120.29270172
"252","KWABICKL3","Bickleton, Gander Rd.","Bickleton","Ambient Weather WS-1001-WiFi (Wireless)","2995 ft",46.02996063,-120.25679016
"253","KWABLACK1","Lake Sawyer","Black Diamond","Davis Vantage Pro","551 ft",47.33333206,-122.03333282
"254","KWABLACK15","The Reserve","Black Diamond","Davis Vantage Pro2 (Wireless)","599 ft",47.34328842,-122.02218628
"255","KWABLACK4","Lake Sawyer","Black Diamond","Davis Vantage Pro2 Plus","504 ft",47.32819748,-122.03973389
"256","KWABLAIN13","PTL Weather","Blaine","Davis Advantage Pro2","57 ft",48.99744797,-122.74855804
"257","KWABLAIN16","Birch Bay/ Deer Trail","Blaine","AcuRite Pro Weather Center","66 ft",48.94351578,-122.76644897
"258","KWABLAIN19","9540 Semiahmoo Parkway","Blaine","Rainwise MK-III","0 ft",48.9877243,-122.77309418
"259","KWABLAIN20","Birch Bay Village","Blaine","AcuRite Pro Weather Center","43 ft",48.93831635,-122.78952789
"260","KWABLAIN22","Birch Bay - Near C Shop","Blaine","AcuRite Pro Weather Center","14 ft",48.91644287,-122.74433136
"261","KWABLAIN23","Morningside Dr.","Blaine","AcuRite Pro Weather Center","50 ft",48.94870758,-122.74038696
"262","KWABLAIN26","Bay Crest South","Blaine","AcuRite Pro Weather Center","46 ft",48.908638,-122.74180603
"263","KWABONNE15","Emerald Hills","Bonney Lake","Davis Vantage Pro2","560 ft",47.20066452,-122.16664886
"264","KWABONNE19","Sky Island","Bonney Lake","Ambient Weather WS-1001-WiFi (Wireless)","584 ft",47.1711235,-122.1890564
"265","KWABONNE23","Near Trilogy Lodge, Tehaleh","Bonney Lake","Ambient Weather WS-1001-WiFi (Wireless)","732 ft",47.12844849,-122.17926788
"266","KWABONNE24","Inlet Island","Bonney Lake","AcuRite Pro Weather Center","571 ft",47.20144272,-122.15325165
"267","KWABONNE25","lake tapps","Bonney Lake","Ambient Weather WS-1400-IP (Wireless)","571 ft",47.20871735,-122.16701508
"268","KWABONNE26","Vandermark","Bonney Lake","Ambient Weather WS-1001-WiFi (Wireless)","554 ft",47.18980026,-122.14433289
"269","KWABONNE30","Falling Water","Bonney Lake","AcuRite Pro Weather Center","539 ft",47.14607239,-122.18645477
"270","KWABONNE35","Lake Tapps","Bonney Lake","AcuRite Pro Weather Center","542 ft",47.1991272,-122.15140533
"271","KWABONNE36","Myers Rd / 74th St E","Bonney Lake","AcuRite Pro Weather Center","679 ft",47.19054031,-122.19155121
"272","KWABOTHE10","Central Market Mill Creek","Bothell","Davis VantagePro2","350 ft",47.85625076,-122.21981049
"273","KWABOTHE100","Bentley","Bothell","Oregon Scientific Professional Weather Center","282 ft",47.73735809,-122.21187592
"274","KWABOTHE102","Canton Ridge","Bothell","AcuRite Pro Weather Center","400 ft",47.83878326,-122.17569733
"275","KWABOTHE103","Canyon Park","Bothell","Ambient Weather WS-1001-WiFi (Wireless)","200 ft",47.78052521,-122.22284698
"276","KWABOTHE104","Webster's Pond","Bothell","AcuRite Pro Weather Center","413 ft",47.8639946,-122.18408966
"277","KWABOTHE105","Shelton View","Bothell","AcuRite Pro Weather Center","307 ft",47.78119278,-122.2388382
"278","KWABOTHE107","Bothell WA","Bothell","Ambient Weather WS-900-IP (Wireless)","0 ft",47.84875107,-122.17603302
"279","KWABOTHE109","Northpointe","Bothell","AcuRite Pro Weather Center","390 ft",47.87119675,-122.19083405
"280","KWABOTHE110","Carlyle","Bothell","AcuRite Pro Weather Center","130 ft",47.73618698,-122.19477844
"281","KWABOTHE111","Martha Lake","Bothell","AcuRite Pro Weather Center","406 ft",47.84685135,-122.23212433
"282","KWABOTHE113","Finn Hilly","Bothell","AcuRite Pro Weather Center","410 ft",47.72623444,-122.22759247
"283","KWABOTHE114","Finn Hill","Bothell","AcuRite Pro Weather Center","405 ft",47.7268486,-122.23426056
"284","KWABOTHE117","Village at Beardslee Crossing","Bothell","Davis Vantage Vue (Wireless)","62 ft",47.76670456,-122.19154358
"285","KWABOTHE118","Bothell","Bothell","Netatmo","0 ft",47.76911926,-122.19790649
"286","KWABOTHE119","Brighton","Bothell","Ambient Weather WS-1001-WiFi (Wireless)","400 ft",47.86607742,-122.18683624
"287","KWABOTHE122","Red Hawk","Bothell","AcuRite Pro Weather Center","364 ft",47.81429672,-122.19190216
"288","KWABOTHE125","NE Corner of Finn Hill","Bothell","AcuRite Pro Weather Center","415 ft",47.73005676,-122.21730804
"289","KWABOTHE126","NWoodinville","Bothell","AcuRite Pro Weather Center","500 ft",47.8025322,-122.16672516
"290","KWABOTHE127","Bothell","Bothell","Netatmo","-10000 ft",47.83201218,-122.18702698
"291","KWABOTHE19","Ridgewood","Bothell","Davis Vantage Pro2","430 ft",47.84737015,-122.19277954
"292","KWABOTHE39","Nike Hill","Bothell","AcuRite Pro Weather Center","253 ft",47.77765274,-122.23506927
"293","KWABOTHE48","242nd Street Southeast","Bothell","Netatmo","275 ft",47.78164291,-122.20964813
"294","KWABOTHE53","Holly Hills","Bothell","AcuRite Pro Weather Center","262 ft",47.76950073,-122.17346191
"295","KWABOTHE54","Sprague's Addition","Bothell","Ambient Weather WS-1400-IP (Wireless)","331 ft",47.82356262,-122.22351837
"296","KWABOTHE56","Bothell South Westhill - Eisnerville","Bothell","AcuRite Pro Weather Center","207 ft",47.75685883,-122.22593689
"297","KWABOTHE6","Norway Vista","Bothell","WMR968","213 ft",47.73337173,-122.19799805
"298","KWABOTHE61","Bothell-Mill Creek","Bothell","Netatmo Weather Station","367 ft",47.83389664,-122.18852234
"299","KWABOTHE66","Shelton View","Bothell","AcuRite Pro Weather Center","233 ft",47.77734375,-122.23960114
"300","KWABOTHE67","Bothell Canyon Park","Bothell","Ambient Weather WS-1001-WiFi (Wireless)","436 ft",47.79575729,-122.16387939
"301","KWABOTHE71","Gravenstein","Bothell","AcuRite Pro Weather Center","449 ft",47.84093857,-122.23326874
"302","KWABOTHE75","Foxglove","Bothell","Ambient Weather WS-1400-IP (Wireless)","394 ft",47.80720901,-122.18002319
"303","KWABOTHE78","Red Hawk","Bothell","Davis Vantage Pro2 (Wireless)","377 ft",47.81637192,-122.19398499
"304","KWABOTHE79","Conifer View, Near Westhill Elementary","Bothell","AcuRite Pro Weather Center","272 ft",47.76858139,-122.22164917
"305","KWABOTHE8","Near Stipek Park","Bothell","Davis Vantage Pro2","269 ft",47.77700043,-122.20916748
"306","KWABOTHE80","Lori Lane","Bothell","AcuRite Pro Weather Center","276 ft",47.81529617,-122.21932983
"307","KWABOTHE82","Snohomish","Bothell","Netatmo","0 ft",47.84627533,-122.17935181
"308","KWABOTHE83","Harvest","Bothell","Ambient Weather WS-1200-IP (Wireless)","354 ft",47.82077408,-122.2208786
"309","KWABOTHE88","Paloma","Bothell","AcuRite Pro Weather Center","387 ft",47.82707596,-122.18634033
"310","KWABOTHE89","Carriage Park","Bothell","AcuRite Pro Weather Center","385 ft",47.84579849,-122.17878723
"311","KWABOTHE91","North Bothell","Bothell","AcuRite Pro Weather Center","453 ft",47.84652328,-122.23109436
"312","KWABOTHE93","North City","Bothell","Ambient Weather WS-1001-WiFi (Wireless)",NA,NA,NA
"313","KWABOW10","Samish Island","Bow","Ambient Weather WS-1001-WiFi (Wireless)","52 ft",48.57332611,-122.53275299
"314","KWABOW12","Blanchard","Bow","Davis Vantage Pro2 (Wireless)",NA,NA,NA
"315","KWABOW3","Bow","Bow","Davis Vantage Pro 2",NA,NA,NA
"316","KWABOW6","Hunter (Chuckanut Bay)","Bow","Davis Vantage Pro2 (Wireless)","0 ft",48.59038162,-122.43114471
"317","KWABREME21","*Bridletree*","Bremerton","Davis Instruments Vantage Pro 2","500 ft",47.61011505,-122.82660675
"318","KWABREME31","Lk Wm. Symington","Bremerton","LaCrosse Weather Pro Center 2800 Series","500 ft",47.60007095,-122.83426666
"319","KWABREME32","Bloomington Ave","Bremerton","Davis Vantage Vue","75 ft",47.57526779,-122.64970398
"320","KWABREME36","Bridletree","Bremerton","Davis Vantage Pro2 (Wireless)","584 ft",47.61443329,-122.81898499
"321","KWABREME39","Illahee","Bremerton","Davis Vantage Vue","52 ft",47.61610031,-122.59591675
"322","KWABREME41","Sunset Illahee","Bremerton","AcuRite Pro Weather Center","325 ft",47.61269379,-122.60712433
"323","KWABREME42","Bremerton-Spruce Ave","Bremerton","","252 ft",47.59267426,-122.62739563
"324","KWABREME48","Wencker Circle","Bremerton","Netatmo","114 ft",47.58586502,-122.69551849
"325","KWABREME51","Poodle Haven","Bremerton","Ambient Weather WS-1001-WiFi (Wireless)","413 ft",47.59788513,-122.77032471
"326","KWABREME54","McWilliams Ct Area","Bremerton","Ambient Weather WS-1001-WiFi (Wireless)","171 ft",47.61698532,-122.64495087
"327","KWABREME55","SW Kitsap Lake","Bremerton","Ambient Weather WS-1400-IP (Wireless)","159 ft",47.56687164,-122.70844269
"328","KWABREME57","NW Meadow Lane","Bremerton","AcuRite Pro Weather Center","243 ft",47.64442062,-122.65221405
"329","KWABREME60","Erland Point","Bremerton","AcuRite Pro Weather Center",NA,NA,NA
"330","KWABREME64","Illahee","Bremerton","Ambient Weather WS-1001-WiFi (Wireless)","348 ft",47.6221199,-122.6027832
"331","KWABREME65","Old Middle School","Bremerton","AcuRite Pro Weather Center","302 ft",47.5906601,-122.62379456
"332","KWABREME66","East Bremerton Firs","Bremerton","AcuRite Pro Weather Center","328 ft",47.62754059,-122.60383606
"333","KWABREME67","Auto center way","Bremerton","AcuRite Pro Weather Center","269 ft",47.55224609,-122.67624664
"334","KWABREME69","Tracyton by the Bay","Bremerton","Ambient Weather WS-1001-WiFi (Wireless)","36 ft",47.60882568,-122.6583252
"335","KWABREME72","Illahee RD NE Bremerton, WA","Bremerton","AcuRite Pro Weather Center","108 ft",47.61557388,-122.59702301
"336","KWABREME74","Wildcat Lake","Bremerton","Ambient Weather WS-1400-IP (Wireless)","406 ft",47.59456635,-122.76512909
"337","KWABREME77","Coyote Ridge","Bremerton","AcuRite Pro Weather Center","254 ft",47.58415604,-122.61708069
"338","KWABREME78","PSNS","Bremerton","AcuRite Pro Weather Center","25 ft",47.55742264,-122.65611267
"339","KWABREME80","Dyes Inlet - Tracyton","Bremerton","AcuRite Pro Weather Center","38 ft",47.64804459,-122.67806244
"340","KWABREME82","Roswell Drive","Bremerton","AcuRite Pro Weather Center","268 ft",47.60112381,-122.63472748
"341","KWABREWS2","","Brewster","Davis Instruments","1004 ft",48.14749908,-119.69259644
"342","KWABREWS3","Silver Spur Resort","Brewster","Davis Vantage Vue (Wireless)","1476 ft",48.16506577,-119.72771454
"343","KWABREWS4","Biebesheimer Retreat, Chiliwist Valley","Brewster","Ambient Weather WS-1400-IP (Wireless)","2739 ft",48.31108856,-119.83862305
"344","KWABREWS5","Brewster Airport","Brewster","AcuRite Pro Weather Center","899 ft",48.10289383,-119.71910095
"345","KWABRIDG2","Jack Wells Road","Bridgeport","AcuRite Pro Weather Center","988 ft",48.01770782,-119.63712311
"346","KWABRIER2","Brier, Wa - NE of Seattle","Brier","Davis WMII","337 ft",47.78229904,-122.26862335
"347","KWABRIER3","Southwest Brier. Near King, Sno. Co. line","Brier","Davis Vantage Pro","320 ft",47.7820015,-122.27899933
"348","KWABRIER4","K7WV Brierwood","Brier","Davis Vantage Pro 2","282 ft",47.80080795,-122.26350403
"349","KWABRIER6","South Brier","Brier","Davis Vantage Pro2 Plus (Wireless)","341 ft",47.78035355,-122.27999878
"350","KWABRIER9","Northeast 195th Court","Brier","Netatmo","242 ft",47.77046204,-122.26126099
"351","KWABRINN4","WaWa Point","Brinnon","Davis Vantage Pro 2 Plus","65 ft",47.73523712,-122.87435913
"352","KWABRINN6","Brinnon","Brinnon","Davis Vantage Pro2 Plus (Wireless)","395 ft",47.7070961,-122.91301727
"353","KWABRUSH10","Northeast 163rd Circle","Brush Prairie","Netatmo","278 ft",45.73933411,-122.56616974
"354","KWABRUSH12","Bridalwood Meadows","Brush Prairie","Ambient Weather WS-1001-WiFi (Wireless)","299 ft",45.76064682,-122.48445892
"355","KWABRUSH14","Venersborg","Brush Prairie","AcuRite Pro Weather Center","535 ft",45.7706871,-122.43997955
"356","KWABRUSH19","Raspberry Ridge","Brush Prairie","Davis Vantage Vue (Wireless)","732 ft",45.75535583,-122.4360733
"357","KWABRUSH4","Summer Hills","Brush Prairie","Davis Vantage Vue","1000 ft",45.71699142,-122.42315674
"358","KWABUCKL10","Saddlebrook","Buckley","AcuRite Pro Weather Center","682 ft",47.15537643,-122.13239288
"359","KWABUCKL11","Burnett Landing","Buckley","Davis Vantage Pro2 (Cabled)","787 ft",47.12768936,-122.05428314
"360","KWABUCKL12","White River Estates","Buckley","Ambient Weather WS-1001-WiFi (Wireless)","587 ft",47.18928146,-122.13293457
"361","KWABUCKL14","Elk Heights","Buckley","AcuRite Pro Weather Center","915 ft",47.15088272,-122.01112366
"362","KWABUCKL15","Buckley","Buckley","other","702 ft",47.16496277,-122.03607178
"363","KWABURIE11","Seahurst","Burien","AcuRite Pro Weather Center","384 ft",47.47190475,-122.35596466
"364","KWABURIE13","Seahurst","Burien","AcuRite Pro Weather Center","364 ft",47.47108841,-122.36249542
"365","KWABURIE15","Hurstwood","Burien","Ambient Weather WS-1001-WiFi (Wireless)","269 ft",47.47829056,-122.35420227
"366","KWABURIE2","South Burien","Burien","Ambient Weather WS2080","387 ft",47.43277359,-122.32931519
"367","KWABURIE4","Fred's weather of Burien","Burien","Davis Vantage Vue (Wireless)","404 ft",47.4765892,-122.33677673
"368","KWABURIE8","Burien, WA","Burien","RainWise MK-III-LR","413 ft",47.50223923,-122.35440826
"369","KWABURIE9","Southwest 165th Street","Burien","Netatmo","337 ft",47.45517349,-122.35604858
"370","KWABURLI2","Frazier Lane","Burlington","AcuRite Pro Weather Center","3 ft",48.45947647,-122.38490295
"371","KWABURLI3","Burlington Hill","Burlington","AcuRite Pro Weather Center","246 ft",48.4815712,-122.32238007
"372","KWABURLI5","Alger, WA","Burlington","AcuRite Pro Weather Center",NA,NA,NA
"373","KWACALED2","Tacoma","Caledonia","Netatmo","-10000 ft",47.31159973,-122.41403961
"374","KWACAMAN1","Camano Country Club","Camano Island","Davis Vantage Vue (Wireless)","190 ft",48.16646957,-122.48232269
"375","KWACAMAN10","Cranberry Lake","CAMANO ISLAND","DAVIS VANTAGE PRO 2","302 ft",48.14235306,-122.48887634
"376","KWACAMAN11","Bayside","Camano Island","Vantage Pro2","185 ft",48.07009125,-122.38916779
"377","KWACAMAN14","Juniper Beach","Camano Island","Davis Vantage Pro 2","13 ft",48.22943497,-122.40024567
"378","KWACAMAN15","Madrona Beach","Camano Island","Ambient Weather WS-1400-IP (Wireless)","148 ft",48.22262955,-122.5309906
"379","KWACAMAN16","Eagle Tree Estates","Camano Island","","72 ft",48.26317215,-122.44126129
"380","KWACAMAN21","Cama Beach State Park","Camano Island","Davis Vantage Pro 2","23 ft",48.14179993,-122.51522064
"381","KWACAMAN23","Madrona Beach","Camano Island","Davis Vantage Pro2 (Wireless)","62 ft",48.21561432,-122.53290558
"382","KWACAMAN29","Country Club Estates","Camano Island","Ambient Weather WS-1001-WiFi (Wireless)","272 ft",48.16004562,-122.4829483
"383","KWACAMAN3","Indian Beach","Camano Island","Davis ProII","135 ft",48.1676712,-122.52300262
"384","KWACAMAN31","Madrona Heights","Camano Island","Davis Vantage Pro2 (Wireless)","95 ft",48.22658539,-122.53368378
"385","KWACAMAN34","South Camano Island","Camano Island","Davis Vantage Pro2 (Cabled)","351 ft",48.08546066,-122.38043213
"386","KWACAMAN35","Utsalady Point","Camano Island","Davis Vantage Pro2 (Wireless)","7 ft",48.25587463,-122.49936676
"387","KWACAMAN36","Madrona View","Camano Island","AcuRite Pro Weather Center","174 ft",48.21831131,-122.52827454
"388","KWACAMAN37","Thunder Ridge","Camano Island","AcuRite Pro Weather Center","213 ft",48.17443085,-122.48304749
"389","KWACAMAN40","Camano Island - Elger Bay","Camano Island","Ambient Weather WS-1400-IP (Wireless)","118 ft",48.12739563,-122.46274567
"390","KWACAMAN42","Rockaway Beach","Camano Island","Davis Vantage Vue (Wireless)","236 ft",48.20547867,-122.53631592
"391","KWACAMAN43","Thunder ridge","Camano Island","AcuRite Pro Weather Center",NA,NA,NA
"392","KWACAMAN44","Scandia Wood","Camano Island","AcuRite Pro Weather Center","343 ft",48.23596191,-122.52831268
"393","KWACAMAN45","Sunrise","Camano Island","AcuRite Pro Weather Center","154 ft",48.20993805,-122.45474243
"394","KWACAMAN47","Sunny Shore Acres","Camano Island","Davis Vantage Pro2 (Wireless)","240 ft",48.10593414,-122.40986633
"395","KWACAMAN6","South Country Club","Camano Island","Ambient Weather WS-1400-IP (Wireless)","203 ft",48.14385986,-122.46122742
"396","KWACAMAS12","Lacamas Lake","Camas","Davis Wireless Vantage Pro 2","250 ft",45.61890793,-122.43552399
"397","KWACAMAS14","Fern Prairie","Camas","DavisVP2 24Hr FARS","386 ft",45.62487793,-122.40814209
"398","KWACAMAS17","Lake Pointe","Camas","LaCrosse Weather Pro Center 2800 Series","355 ft",45.61357117,-122.43048096
"399","KWACAMAS21","The Farrell House","Camas","Oregon Scientific Professional Weather Center","118 ft",45.5888176,-122.39899445
"400","KWACAMAS22","South Side of Livingston Mt.","Camas","Davis Vantage Pro2 Plus (Wireless)","1345 ft",45.67069244,-122.37065125
"401","KWACAMAS24","Summit Hills Estates","Camas","Davis Vantage Pro2 (Wireless)","640 ft",45.59782791,-122.42125702
"402","KWACAMAS26","Oakbriar","Camas","Davis Vantage Pro2 (Wireless)","440 ft",45.64171982,-122.42324066
"403","KWACAMAS27","Sunningdale Gardens","Camas","AcuRite Pro Weather Center","341 ft",45.61304092,-122.43856812
"404","KWACAMAS28","Bennington","Camas","Netatmo","285 ft",45.6123848,-122.47805023
"405","KWACAMAS29","Northwest El Rey Drive","Camas","Netatmo","229 ft",45.62039566,-122.43857574
"406","KWACAMAS38","The Watch Tower on Livingston Mtn","Camas","Ambient Weather WS-1400-IP (Wireless)","1575 ft",45.68587112,-122.36882019
"407","KWACAMAS40","Fern Prairie","Camas","Ambient Weather WS-1001-WiFi (Wireless)","689 ft",45.64041138,-122.38737488
"408","KWACAMAS41","The Summit at Autumn Hills","Camas","AcuRite Pro Weather Center","1300 ft",45.68666458,-122.35084534
